RESULT_COUNT: 225,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,TITLE,PUBLICATION_DATE,URL,SUMMARY
TECH,TECH:UW,BBG000C159P1,See what the IHS Markit Score report has to say about Bio-Techne Corp.,2017-10-16 12:06:45 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120645647.html?.tsrc=rss,"The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Index (PMI) data, output in the Healthcare sector is rising."
TECH,TECH:UW,BBG000C159P1,Bio-Techne Reaches Analyst Target Price,2017-10-13 14:12:21 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/XuZff9P89AY/bio-techne-reaches-analyst-target-price-cm859264,In recent trading shares of Bio Techne Corp Symbol TECH have crossed above the average analyst 12 month target price of 123 57 changing hands for 123 93 share When a stock reaches the target an analyst has set the analyst logically has two ways to react downgrade on valuation
TECH,TECH:UW,BBG000C159P1,See what the IHS Markit Score report has to say about Bio-Techne Corp.,2017-10-13 12:06:36 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120636197.html?.tsrc=rss,"The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Index (PMI) data, output in the Healthcare sector is rising."
TECH,TECH:UW,BBG000C159P1,IBD Rating Upgrades: Bio-Techne Shows Improved Relative Price Strength,2017-10-12 15:17:45 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/0vX0OO24a9o/ibd-rating-upgrades-bio-techne-shows-improved-relative-price-strength-cm858878,Bio Techne TECH saw a positive improvement to its Relative Strength RS Rating on Thursday with an increase from 69 to 73 ibd display video id 449433 width 50 float left autostart true This proprietary rating identifies market leadership by showing how a stock
TECH,TECH:UW,BBG000C159P1,"Bio-Techne To Host Conference Call On October 31, 2017 To Announce First Quarter 2018 Financial Results",2017-10-11 11:30:00 +0000,https://finance.yahoo.com/news/bio-techne-host-conference-call-113000148.html?.tsrc=rss,"MINNEAPOLIS , Oct. 11, 2017 /PRNewswire/ -- Bio-Techne Corporation (NASDAQ:TECH) today announced that management will host a conference call on October 31, 2017 , at 8:00 a.m. CDT to review first quarter ..."
TECH,TECH:UW,BBG000C159P1,"ETFs with exposure to Bio-Techne Corp. : October 10, 2017",2017-10-10 15:50:59 +0000,http://finance.yahoo.com/r/ae853adb-edc4-387c-8fb9-85dae8b90768/etfs-with-exposure-to-bio-techne-corp-october-10-2017?yptr=yahoo&.tsrc=rss,"Categories:  ETFs Yahoo FinanceClick here to see latest analysis ETFs with exposure to Bio-Techne Corp. Here are 5 ETFs with the largest exposure to TECH-US. Comparing the performance and risk of Bio-Techne Corp. with the ETFs that have exposure to it gives us some ETF choices that could give us similar returns with lower volatility. Ticker Fund Name ... Read more
<b>(Read more...)</b>"
TECH,TECH:UW,BBG000C159P1,"Bio-Techne Corp. :TECH-US: Earnings Analysis: Q4, 2017 By the Numbers : October 9, 2017",2017-10-09 13:54:08 +0000,http://finance.yahoo.com/r/502700c2-72e9-357c-bd05-16dded2322c5/bio-techne-corp-tech-us-earnings-analysis-q4-2017-by-the-numbers-october-9-2017?yptr=yahoo&.tsrc=rss,"Categories:  Yahoo FinanceGet free summary analysis Bio-Techne Corp. reports financial results for the quarter ended June 30, 2017. We analyze the earnings along side the following peers of Bio-Techne Corp. – Enzo Biochem, Inc. (ENZ-US) that have also reported for this period. Highlights Summary numbers: Revenues of USD 156.58 million, Net Earnings of USD 28.81 million. Gross ... Read more
<b>(Read more...)</b>"
TECH,TECH:UW,BBG000C159P1,Joint Consortia Framework Awards Contract to Bio-Techne as Supplier of Research Antibodies,2017-10-05 11:30:00 +0000,https://finance.yahoo.com/news/joint-consortia-framework-awards-contract-113000562.html?.tsrc=rss,"LONDON, Oct. 5, 2017 /PRNewswire/ -- Bio-Techne has been selected as a  supplier of research antibodies under Lot 1: Antibodies of the Southern Universities Purchasing Consortium (SUPC), Antibodies and Sera Framework Agreement for the United Kingdom (UK) Higher Education Sector."
TECH,TECH:UW,BBG000C159P1,See what the IHS Markit Score report has to say about Bio-Techne Corp.,2017-10-04 12:07:13 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120713819.html?.tsrc=rss,"The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Index (PMI) data, output in the Healthcare sector is rising."
TECH,TECH:UW,BBG000C159P1,Bio-Techne Shows Rising Relative Strength; Still Shy Of Key Benchmark,2017-10-03 07:00:00 +0000,http://finance.yahoo.com/r/dd65a60b-e6ca-3ebb-af5c-59d693c37111/bio-techne-shows-rising-relative-strength-still-shy-of-key-benchmark?src=A00220&yptr=yahoo&.tsrc=rss,"Bio-Techne shows improving price performance, earning an upgrade to its IBD Relative Strength Rating"
TECH,TECH:UW,BBG000C159P1,Bio-Techne&apos;s New Simple Plex Cartridge Boosts Protein Segment,2017-09-28 14:56:02 +0000,https://finance.yahoo.com/news/bio-techne-apos-simple-plex-145602639.html?.tsrc=rss,Bio-Techne (TECH) introduces a multi-analyte cartridge format for the Ella immunoassay platform. The cartridge provides more accurate results at a lower cost.
TECH,TECH:UW,BBG000C159P1,Luminex (LMNX) Banks on FDA Approvals & Portfolio Strength,2017-09-27 15:58:56 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/CKBOUc0HByA/luminex-lmnx-banks-on-fda-approvals-portfolio-strength-cm851854,Luminex Corporation LMNX manufacturer and marketer of proprietary biological testing technologies with applications throughout the life sciences and diagnostics industry is focusing on augmenting its portfolio strength through new FDA approvals The Austin TX based company
TECH,TECH:UW,BBG000C159P1,See what the IHS Markit Score report has to say about Bio-Techne Corp.,2017-09-21 12:06:36 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120636053.html?.tsrc=rss,"The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Index (PMI) data, output in the Healthcare sector is rising."
TECH,TECH:UW,BBG000C159P1,"Bio-Techne Unveils a New Multi-Analyte Cartridge Format for the Ella™ Immunoassay Platform, Improving Sample Throughput",2017-09-20 11:30:00 +0000,https://finance.yahoo.com/news/bio-techne-unveils-multi-analyte-113000013.html?.tsrc=rss,"SAN JOSE, Calif. , Sept. 20, 2017 /PRNewswire/ -- ProteinSimple®, a Bio-Techne brand, announced today an expansion of the Ella immunoassay platform with the launch of a 32x4 Simple Plex™ cartridge. This ..."
TECH,TECH:UW,BBG000C159P1,See what the IHS Markit Score report has to say about Bio-Techne Corp.,2017-09-15 12:04:37 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120437150.html?.tsrc=rss,"The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Index (PMI) data, output in the Healthcare sector is rising."
TECH,TECH:UW,BBG000C159P1,See what the IHS Markit Score report has to say about Bio-Techne Corp.,2017-09-14 12:04:50 +0000,https://finance.yahoo.com/news/see-ihs-markit-score-report-120450626.html?.tsrc=rss,"The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.  Index (PMI) data, output in the Healthcare sector is rising."
TECH,TECH:UW,BBG000C159P1,"ETFs with exposure to Bio-Techne Corp. : September 14, 2017",2017-09-14 01:05:18 +0000,http://finance.yahoo.com/r/b65b610b-4638-3440-8550-2bd7424a27ae/etfs-with-exposure-to-bio-techne-corp-september-14-2017?yptr=yahoo&.tsrc=rss,"Categories:  ETFs Yahoo FinanceClick here to see latest analysis ETFs with exposure to Bio-Techne Corp. Here are 5 ETFs with the largest exposure to TECH-US. Comparing the performance and risk of Bio-Techne Corp. with the ETFs that have exposure to it gives us some ETF choices that could give us similar returns with lower volatility. Ticker Fund Name ... Read more
<b>(Read more...)</b>"
TECH,TECH:UW,BBG000C159P1,Bio-Techne Introduces a New Luminex Multi-analyte Assay Kit,2017-09-13 11:30:00 +0000,https://finance.yahoo.com/news/bio-techne-introduces-luminex-multi-113000968.html?.tsrc=rss,"The XL Cytokine Discovery Luminex Performance Panel owes much of its exceptional performance to the highly optimized diluent used in the assay.  Another important attribute that differentiates this panel is the lack of cross-reactivity across analytes being tested.  ""When working with 45 different analytes it becomes an incredibly complex challenge to ensure everything works well together and accurate results are obtained for every analyte,"" stated Dave Eansor, Senior Vice President of Bio-Techne's Biotechnology Division."
TECH,TECH:UW,BBG000C159P1,"Bio-Techne Corp. :TECH-US: Earnings Analysis: 2017 By the Numbers : September 11, 2017",2017-09-11 21:28:28 +0000,http://finance.yahoo.com/r/e6836f2f-ae1d-3ee7-ab73-f1b07980a051/bio-techne-corp-tech-us-earnings-analysis-2017-by-the-numbers-september-11-2017?yptr=yahoo&.tsrc=rss,"Categories:  Yahoo FinanceGet free summary analysis Bio-Techne Corp. reports financial results for the year ended June 30, 2017. We analyze the earnings along side the following peers of Bio-Techne Corp. – Thermo Fisher Scientific Inc., Danaher Corporation, QIAGEN NV, Becton, Dickinson and Company, Bio-Rad Laboratories, Inc. Class A and General Electric Company (TMO-US, DHR-US, QGEN-US, BDX-US, BIO-US ... Read more
<b>(Read more...)</b>"
TECH,TECH:UW,BBG000C159P1,Featured Company News - Bio-Techne Acquires Trevigen in an All-cash Deal,2017-09-08 11:30:00 +0000,https://finance.yahoo.com/news/featured-company-news-bio-techne-113000287.html?.tsrc=rss,"Research Desk Line-up: Mesoblast Post Earnings Coverage LONDON, UK / ACCESSWIRE / September 8, 2017 / Pro-Trader Daily takes a look at the latest corporate events and news making the headlines for Bio-Techne ..."
TECH,TECH:UW,BBG000C159P1,Bio-Techne Releases A Highly Sensitive and Specific Serological Assay to Detect Zika Virus Infections,2017-09-06 21:39:00 +0000,https://finance.yahoo.com/news/bio-techne-releases-highly-sensitive-213900179.html?.tsrc=rss,"MINNEAPOLIS, Sept. 6, 2017 /PRNewswire/ -- R&D Systems®, a Bio-Techne brand, announced today the release of a new rapid, solid phase, enzyme-linked immunosorbent assay (ELISA) designed to measure anti-Zika virus immunoglobulin G (IgG) antibodies in human serum.  A unique feature of this assay is that, prior to performing the test, samples are pre-treated with a proprietary reagent designed to minimize any interfering proteins present in the serum which could produce a false positive result.  In-house testing demonstrates that this kit is highly sensitive to anti-Zika virus IgG and displays minimal cross-reactivity with dengue virus IgG antibodies."
TECH,TECH:UW,BBG000C159P1,"MDXG Revises Q3 Outlook, Two Down, One To Go For BLPH, TECH Opens Wallet",2017-09-06 02:12:00 +0000,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/CyJAwP8WeIE/mdxg-revises-q3-outlook-two-down-one-to-go-for-blph-tech-opens-wallet-20170906-00050,"MDXG Revises Q3 Outlook, Two Down, One To Go For BLPH, TECH Opens Wallet"
TECH,TECH:UW,BBG000C159P1,Bio-Techne Acquires Trevigen Inc.,2017-09-05 22:06:00 +0000,https://finance.yahoo.com/news/bio-techne-acquires-trevigen-inc-220600934.html?.tsrc=rss,"MINNEAPOLIS, Sept. 5, 2017 /PRNewswire/ -- Bio-Techne Corporation (TECH) announced today that it has acquired all of the stock of Trevigen Inc. for cash.  Charles R. Kummeth, President and Chief Executive Officer of Bio-Techne, commented, ""We are pleased to have Trevigen as part of Bio-Techne Corporation."
